Date,Provider,Num,Rate
2026-03-29,s_php_shijiepay,483,100.00
2026-03-29,s_php_v8pay,214,100.00
2026-03-29,s_php_ltpay,71,100.00
2026-03-29,s_php_kubaopay,69,100.00
2026-03-30,s_php_fpay,2019,100.00
2026-03-30,s_php_982pay,1734,100.00
2026-03-30,s_php_shunfapay,540,100.00
2026-03-30,s_php_v8pay,372,100.00
2026-03-30,s_php_shijiepay,212,100.00
2026-03-30,s_php_ltpay,84,100.00
2026-03-30,s_php_tigerpay,2,
2026-03-31,s_php_982pay,1933,100.00
2026-03-31,s_php_fpay,1808,99.77
2026-03-31,s_php_shunfapay,191,100.00
2026-03-31,s_php_v8pay,169,97.04
2026-03-31,s_php_ltpay,43,100.00
2026-03-31,s_php_tigerpay,14,
2026-04-01,s_php_fpay,2100,101.47
2026-04-01,s_php_982pay,1746,100.00
2026-04-01,s_php_v8pay,520,100.96
2026-04-01,s_php_shijiepay,418,99.28
2026-04-01,s_php_shunfapay,402,100.00
2026-04-01,s_php_ltpay,34,100.00
2026-04-02,s_php_fpay,1823,99.94
2026-04-02,s_php_982pay,1640,100.00
2026-04-02,s_php_shijiepay,525,100.57
2026-04-02,s_php_shunfapay,450,100.00
2026-04-02,s_php_filipay,167,100.00
2026-04-02,s_php_v8pay,83,96.38
2026-04-02,s_php_ltpay,65,100.00
2026-04-02,s_php_mmpay,2,50.00
2026-04-03,s_php_fpay,1307,100.07
2026-04-03,s_php_982pay,1267,100.00
2026-04-03,s_php_7tpay,1176,100.00
2026-04-03,s_php_shunfapay,272,100.00
2026-04-03,s_php_v8pay,207,101.44
2026-04-03,s_php_shijiepay,133,100.00
2026-04-03,s_php_mmpay,93,101.07
2026-04-04,s_php_982pay,1365,100.00
2026-04-04,s_php_fpay,1023,100.00
2026-04-04,s_php_7tpay,660,100.00
2026-04-04,s_php_shijiepay,402,100.00
2026-04-04,s_php_shunfapay,322,100.00
2026-04-04,s_php_v8pay,210,100.00
2026-04-04,s_php_ltpay,111,100.00
2026-04-05,s_php_7tpay,1174,100.00
2026-04-05,s_php_982pay,1099,100.00
2026-04-05,s_php_v8pay,631,100.00
2026-04-05,s_php_ltpay,456,100.00
2026-04-05,s_php_shunfapay,120,100.00
2026-04-05,s_php_shijiepay,47,100.00
2026-04-05,s_php_filipay,8,100.00
2026-04-06,s_php_7tpay,1273,98.82
2026-04-06,s_php_982pay,1184,100.00
2026-04-06,s_php_v8pay,684,100.00
2026-04-06,s_php_ltpay,504,100.00
2026-04-06,s_php_shijiepay,152,100.00
2026-04-06,s_php_shunfapay,132,100.00
2026-04-07,s_php_982pay,1429,100.00
2026-04-07,s_php_v8pay,839,100.00
2026-04-07,s_php_7tpay,760,99.86
2026-04-07,s_php_shijiepay,551,100.00
2026-04-07,s_php_shunfapay,188,100.00
2026-04-08,s_php_982pay,1416,100.00
2026-04-08,s_php_7tpay,1185,100.08
2026-04-08,s_php_shijiepay,964,100.00
2026-04-08,s_php_shunfapay,168,100.00
2026-04-08,s_php_v8pay,121,100.00
2026-04-09,s_php_982pay,1184,100.00
2026-04-09,s_php_7tpay,1155,99.91
2026-04-09,s_php_shijiepay,692,100.00
2026-04-09,s_php_v8pay,473,100.00
2026-04-09,s_php_shunfapay,119,100.00
2026-04-10,s_php_982pay,1280,100.00
2026-04-10,s_php_7tpay,1099,100.09
2026-04-10,s_php_shijiepay,666,100.00
2026-04-10,s_php_v8pay,304,100.00
2026-04-10,s_php_shunfapay,153,100.00
2026-04-10,s_php_fpay,61,100.00
2026-04-10,s_php_filipay,34,100.00
2026-04-11,s_php_982pay,1450,100.00
2026-04-11,s_php_7tpay,1440,99.93
2026-04-11,s_php_shijiepay,795,100.00
2026-04-11,s_php_v8pay,234,100.00
2026-04-11,s_php_shunfapay,217,100.00
2026-04-11,s_php_fpay,24,100.00
2026-04-11,s_php_filipay,5,100.00
2026-04-12,s_php_982pay,1345,100.00
2026-04-12,s_php_fpay,982,100.00
2026-04-12,s_php_7tpay,952,100.00
2026-04-12,s_php_v8pay,262,100.00
2026-04-12,s_php_shunfapay,203,100.00
2026-04-12,s_php_shijiepay,165,100.00
2026-04-12,s_php_ltpay,123,100.00
2026-04-12,s_php_filipay,95,100.00
2026-04-13,s_php_982pay,1711,100.00
2026-04-13,s_php_7tpay,1377,100.00
2026-04-13,s_php_fpay,604,100.00
2026-04-13,s_php_shijiepay,218,100.00
2026-04-13,s_php_v8pay,180,100.00
2026-04-13,s_php_shunfapay,174,100.00
2026-04-13,s_php_filipay,23,100.00
2026-04-13,s_php_ltpay,22,100.00
2026-04-14,s_php_982pay,1173,100.00
2026-04-14,s_php_7tpay,1156,99.91
2026-04-14,s_php_shijiepay,897,100.00
2026-04-14,s_php_v8pay,276,100.00
2026-04-14,s_php_shunfapay,175,100.00
2026-04-14,s_php_mmpay,86,100.00
2026-04-14,s_php_fpay,19,100.00
2026-04-14,s_php_filipay,7,100.00
2026-04-15,s_php_982pay,1086,100.00
2026-04-15,s_php_7tpay,1080,100.09
2026-04-15,s_php_shijiepay,1061,100.00
2026-04-15,s_php_v8pay,292,100.00
2026-04-15,s_php_shunfapay,254,98.03
2026-04-15,s_php_mmpay,74,100.00
2026-04-15,s_php_mypay2,3,100.00
2026-04-16,s_php_7tpay,1215,100.00
2026-04-16,s_php_982pay,1197,100.00
2026-04-16,s_php_shijiepay,722,100.00
2026-04-16,s_php_fpay,356,100.00
2026-04-16,s_php_v8pay,304,100.00
2026-04-16,s_php_shunfapay,248,102.01
2026-04-16,s_php_filipay,63,100.00
2026-04-17,PixBestpay,3243,100.00
2026-04-17,s_php_982pay,1150,100.00
2026-04-17,s_php_7tpay,1038,100.00
2026-04-17,s_php_shijiepay,856,100.00
2026-04-17,PixWodipay,487,100.00
2026-04-17,s_php_shunfapay,418,100.00
2026-04-17,s_php_v8pay,341,100.00
2026-04-17,s_php_bfpay,263,100.00
2026-04-17,PixNewwinpay,15,100.00
2026-04-18,PixBestpay,3307,100.00
2026-04-18,s_php_bfpay,1211,99.91
2026-04-18,s_php_982pay,1171,100.00
2026-04-18,s_php_7tpay,1132,100.00
2026-04-18,PixWodipay,502,100.00
2026-04-18,s_php_shijiepay,290,100.00
2026-04-18,s_php_shunfapay,280,99.64
2026-04-18,s_php_v8pay,205,100.00
2026-04-18,PixNewwinpay,81,100.00
2026-04-19,PixBestpay,4495,100.00
2026-04-19,s_php_bfpay,1303,100.07
2026-04-19,s_php_982pay,1084,100.00
2026-04-19,s_php_7tpay,1053,100.00
2026-04-19,PixWodipay,487,99.79
2026-04-19,s_php_v8pay,338,100.00
2026-04-19,s_php_shijiepay,307,100.00
2026-04-19,s_php_shunfapay,232,100.43
2026-04-19,PixNewwinpay,22,100.00
2026-04-20,PixBestpay,2883,100.00
2026-04-20,s_php_7tpay,1292,100.00
2026-04-20,s_php_982pay,1228,100.00
2026-04-20,PixWodipay,600,100.16
2026-04-20,s_php_shijiepay,587,100.00
2026-04-20,s_php_bfpay,522,100.00
2026-04-20,s_php_v8pay,343,100.00
2026-04-20,s_php_shunfapay,196,100.00
2026-04-20,PixNewwinpay,30,100.00
2026-04-21,PixBestpay,3860,100.00
2026-04-21,s_php_7tpay,1774,99.94
2026-04-21,s_php_982pay,1018,100.00
2026-04-21,s_php_shijiepay,645,100.00
2026-04-21,PixWodipay,543,100.00
2026-04-21,s_php_shunfapay,364,100.00
2026-04-21,s_php_v8pay,278,100.00
2026-04-21,PixNewwinpay,31,100.00
2026-04-21,s_php_fpay,13,100.00
2026-04-22,s_php_7tpay,1004,100.00
2026-04-22,s_php_982pay,979,100.00
2026-04-22,s_php_shijiepay,892,100.00
2026-04-22,s_php_shunfapay,381,100.00
2026-04-22,s_php_v8pay,25,100.00
2026-04-22,s_php_fpay,19,100.00
2026-04-23,s_php_7tpay,2214,100.00
2026-04-23,s_php_982pay,577,100.00
2026-04-23,s_php_shunfapay,353,100.00
2026-04-23,s_php_shijiepay,79,100.00
2026-04-23,s_php_v8pay,31,100.00
2026-04-23,s_php_fpay,19,100.00
2026-04-23,s_php_filipay,3,100.00
2026-04-24,s_php_7tpay,2069,100.00
2026-04-24,s_php_982pay,720,100.00
2026-04-24,s_php_v8pay,148,100.00
2026-04-24,s_php_shunfapay,141,100.00
2026-04-24,s_php_shijiepay,51,100.00
2026-04-24,s_php_fpay,9,100.00
2026-04-25,s_php_7tpay,1753,100.00
2026-04-25,s_php_982pay,1148,100.00
2026-04-25,s_php_shunfapay,157,100.00
2026-04-25,s_php_v8pay,151,100.00
2026-04-25,s_php_fpay,29,100.00
2026-04-25,s_php_shijiepay,26,100.00
2026-04-26,s_php_7tpay,1468,99.93
2026-04-26,s_php_982pay,1453,99.86
2026-04-26,s_php_v8pay,319,100.00
2026-04-26,s_php_shunfapay,103,100.00
2026-04-26,s_php_shijiepay,82,100.00
2026-04-26,s_php_fpay,2,100.00
2026-04-27,s_php_982pay,1545,100.12
2026-04-27,s_php_7tpay,944,100.10
2026-04-27,s_php_kubaopay,654,100.00
2026-04-27,s_php_shunfapay,310,99.67
2026-04-27,s_php_shijiepay,38,100.00
2026-04-27,s_php_v8pay,28,100.00
2026-04-27,s_php_fpay,21,100.00
2026-04-27,s_php_mmpay,3,100.00
2026-04-27,s_php_ltpay,2,100.00
2026-04-27,s_php_filipay,1,100.00
